id,version,"created_at","updated_at",user_id,description_id,rss_log_id,num_views,"last_view",rank,"text_name","search_name","display_name","sort_name","citation",deprecated,synonym_id,correct_spelling_id,"notes","classification",ok_for_export,"author","lifeform",locked
28057,6,"2011-07-01 01:14:35","2015-04-13 01:10:19",2183,5805,75260,107,"2018-06-22 20:42:28",4,"Badhamia utricularis","Badhamia utricularis (Bull.) Berk.","**__Badhamia utricularis__** (Bull.) Berk.","Badhamia utricularis  (Bull.) Berk.","Berkeley 1852, Proceedings of the Linnean Society, London 2: 199",0,4044,NULL,"http://www.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=160536&Fields=All","Domain: _Eukarya_
Kingdom: _Amoebozoa_
Phylum: _Mycetozoa_
Class: _Myxogastria_
Order: _Physarales_
Family: _Physaraceae_",1,"(Bull.) Berk."," ",0
28096,2,"2011-07-04 00:47:20","2015-04-13 01:17:33",2584,5549,75539,59,"2018-06-23 02:32:32",4,"Didymium bahiense","Didymium bahiense Gottsb.","**__Didymium bahiense__** Gottsb.","Didymium bahiense  Gottsb.","Nova Hedwigia 15: 365 (1968)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Amoebozoa_
Phylum: _Mycetozoa_
Class: _Myxogastria_
Order: _Physarales_
Family: _Didymiaceae_",1,"Gottsb."," ",0
28117,2,"2011-07-10 02:42:58","2012-03-12 20:19:20",2873,NULL,76049,348,"2018-08-27 02:28:26",4,"Trechispora farinacea","Trechispora farinacea (Pers.) Liberta","**__Trechispora farinacea__** (Pers.) Liberta","Trechispora farinacea  (Pers.) Liberta","Taxon 15(8): 318 (1966)",0,NULL,NULL,"",NULL,1,"(Pers.) Liberta"," ",0
28151,2,"2011-07-16 07:48:33","2013-03-25 21:25:37",2873,NULL,76512,277,"2018-08-01 20:45:51",4,"Humaria hemisphaerica","Humaria hemisphaerica (F.H. Wigg.) Fuckel","**__Humaria hemisphaerica__** (F.H. Wigg.) Fuckel","Humaria hemisphaerica  (F.H. Wigg.) Fuckel","Jb. nassau. Ver. Naturk. 23-24: 322 (1870) [1869-70]",0,2566,NULL,"",NULL,1,"(F.H. Wigg.) Fuckel"," ",0
28264,2,"2011-07-16 20:35:26","2015-02-25 21:44:34",5,NULL,76651,120,"2018-06-22 19:51:54",4,"Tylopilus pseudoscaber","Tylopilus pseudoscaber Secr. ex A.H. Sm. & Thiers","**__Tylopilus pseudoscaber__** Secr. ex A.H. Sm. & Thiers","Tylopilus pseudoscaber  Secr. ex A.H. Sm. & Thiers","Mycologia 60(4): 950 (1968)",0,NULL,NULL,"",NULL,1,"Secr. ex A.H. Sm. & Thiers"," ",0
28310,3,"2011-07-19 15:46:02","2016-03-07 18:47:23",2183,5600,76899,77,"2018-08-14 17:37:44",4,"Physarum viride","Physarum viride (Bull.) Pers.","**__Physarum viride__** (Bull.) Pers.","Physarum viride  (Bull.) Pers.","Observ. mycol. (Lipsiae) 1: 6 (1796)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Amoebozoa_
Phylum: _Mycetozoa_
Class: _Myxogastria_
Order: _Physarales_
Family: _Physaraceae_",1,"(Bull.) Pers."," ",0
28313,1,"2011-07-20 07:50:18","2011-07-20 07:50:18",2873,NULL,76937,152,"2018-06-22 18:08:00",4,"Pseudombrophila cervaria","Pseudombrophila cervaria (W. Phillips) Brumm.","**__Pseudombrophila cervaria__** (W. Phillips) Brumm.","Pseudombrophila cervaria  (W. Phillips) Brumm.",NULL,0,NULL,NULL,NULL,NULL,1,"(W. Phillips) Brumm."," ",0
28348,1,"2011-07-22 08:59:07","2011-07-22 08:59:07",2873,NULL,77117,46,"2018-06-23 05:17:23",4,"Thelebolus stercoreus","Thelebolus stercoreus Tode","**__Thelebolus stercoreus__** Tode","Thelebolus stercoreus  Tode",NULL,0,NULL,NULL,NULL,NULL,1,"Tode"," ",0
28350,2,"2011-07-23 16:36:26","2013-07-10 04:44:07",2432,NULL,77181,51,"2018-06-23 04:09:39",4,"Hysterographium flexuosum","Hysterographium flexuosum (Schwein.) Sacc.","**__Hysterographium flexuosum__** (Schwein.) Sacc.","Hysterographium flexuosum  (Schwein.) Sacc.",NULL,0,NULL,NULL,NULL,NULL,1,"(Schwein.) Sacc."," ",0
28495,2,"2011-08-10 22:18:52","2017-07-11 14:46:32",123,NULL,78553,507,"2018-09-01 17:19:46",4,"Amanita muscaria","Amanita muscaria sensu auct. amer.","__Amanita muscaria__ sensu auct. amer.","Amanita muscaria  sensu auct. amer.",NULL,1,4383,NULL,NULL,NULL,0,"sensu auct. amer."," ",0
28500,2,"2011-08-11 16:13:31","2015-12-27 16:59:05",25,NULL,78603,99,"2018-08-18 23:56:31",4,"Marasmius corbariensis","Marasmius corbariensis (Roum.) Singer","__Marasmius corbariensis__ (Roum.) Singer","Marasmius corbariensis  (Roum.) Singer","Agar. Modern Taxon.: 355. 1962.",1,5595,NULL,NULL,NULL,1,"(Roum.) Singer"," ",0
28525,1,"2011-08-11 23:13:56","2011-08-11 23:14:34",25,NULL,78647,57,"2018-08-28 13:08:29",4,"Deconica xeroderma","Deconica xeroderma (Huijsman) Noordel.","**__Deconica xeroderma__** (Huijsman) Noordel.","Deconica xeroderma  (Huijsman) Noordel.","Osterr. Z. Pilzk. 18: 198. 2009.",0,3324,NULL,NULL,NULL,1,"(Huijsman) Noordel."," ",0
28552,5,"2011-08-12 16:18:49","2016-11-23 03:34:58",25,NULL,78702,517,"2018-09-06 14:32:09",4,"Deconica horizontalis","Deconica horizontalis (Bull.) Noordel.","**__Deconica horizontalis__** (Bull.) Noordel.","Deconica horizontalis  (Bull.) Noordel.","Osterr. Z. Pilzk. 18: 199. 2009.",0,3336,NULL,"",NULL,1,"(Bull.) Noordel."," ",0
28567,1,"2011-08-15 23:48:04","2011-08-15 23:48:04",2206,NULL,78944,288,"2018-09-03 18:24:51",16,"Leucoagaricus rubrotinctus group","Leucoagaricus rubrotinctus group","**__Leucoagaricus rubrotinctus__** group","Leucoagaricus rubrotinctus   group",NULL,0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Agaricaceae_",1,""," ",0
28585,2,"2011-08-17 09:10:01","2018-03-29 04:19:30",2465,NULL,79052,335,"2018-09-01 15:38:21",4,"Scutiger pes-caprae","Scutiger pes-caprae (Pers.) Bondartsev & Singer","**__Scutiger pes-caprae__** (Pers.) Bondartsev & Singer","Scutiger pes-caprae  (Pers.) Bondartsev & Singer","Annls mycol. 39(1): 47 (1941)",0,432,NULL,"",NULL,1,"(Pers.) Bondartsev & Singer"," ",0
28605,2,"2011-08-22 17:36:12","2015-02-02 20:49:24",5,NULL,79395,185,"2018-09-10 00:17:46",4,"Gliophorus laetus","Gliophorus laetus (Pers.) Herink","**__Gliophorus laetus__** (Pers.) Herink","Gliophorus laetus  (Pers.) Herink","Sb. severo?eského Musea, Historia Naturalis 1: 84 (1958)",0,4782,NULL,"",NULL,1,"(Pers.) Herink"," ",0
28611,3,"2011-08-22 17:36:13","2018-01-14 17:12:47",5,NULL,79401,188,"2018-09-09 19:48:57",4,"Gliophorus minutulus","Gliophorus minutulus (Peck) Kovalenko","**__Gliophorus minutulus__** (Peck) Kovalenko","Gliophorus minutulus  (Peck) Kovalenko","Mikol. Fitopatol. 22(3): 209 (1988)",0,191,NULL,"Collected by:	C.H. Peck	 
Location details:	Sandlake	 
Country (state): New York
http://www.mycobank.org/BioloMICS.aspx?TableKey=14682616000000070&Rec=165611&Fields=All","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hygrophoraceae_",1,"(Peck) Kovalenko"," ",0
28615,5,"2011-08-22 17:36:14","2018-02-02 17:10:17",5,NULL,79405,354,"2018-09-09 22:28:37",4,"Gliophorus psittacinus","Gliophorus psittacinus (Schaeff.) Herink","**__Gliophorus psittacinus__** (Schaeff.) Herink","Gliophorus psittacinus  (Schaeff.) Herink","Sb. severo?eského Musea, Historia Naturalis 1: 82 (1958) / Herink, J. 1958. Stavnatkovité houby parhorku \"Velká Horka\" u Mnichova Hradiste. Sborník Severoceského Musea. 1:53-86",0,4298,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=103376
http://www.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=142178&Fields=All
---------------------------------------------------------------------------","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hygrophoraceae_",1,"(Schaeff.) Herink"," ",0
28664,4,"2011-09-02 18:14:59","2015-11-05 02:12:45",181,NULL,80239,249,"2018-06-22 15:32:30",7,"Russula sect. Emeticinae","Russula sect. Emeticinae Melzer & Zvára.","**__Russula__** sect. **__Emeticinae__** Melzer & Zvára.","Russula  {2sect.  Emeticinae  Melzer & Zvára.","Melzer, V. & Zvára, J. (1927) Ceské holubinky. Archiv pro Prirodovedecky Vyzkum Cech (Praha) 17: 1Ð126.",0,3378,NULL,"",NULL,1,"Melzer & Zvára."," ",0
28674,1,"2011-09-02 21:44:11","2011-09-02 21:44:11",181,NULL,80269,54,"2018-09-08 02:48:49",7,"Russula sect. Heterophyllae","Russula sect. Heterophyllae Fr.","**__Russula__** sect. **__Heterophyllae__** Fr.","Russula  {2sect.  Heterophyllae  Fr.","Fries, E.M., 1863, Monographia Hymenomycetum Sueciae 2: 193",0,NULL,NULL,NULL,NULL,1,"Fr."," ",0
28677,1,"2011-09-02 21:56:18","2011-09-02 21:56:18",181,NULL,80273,40,"2018-06-23 06:47:33",7,"Russula sect. Lactarioides","Russula sect. Lactarioides (Bataille) Konrad & Joss.","**__Russula__** sect. **__Lactarioides__** (Bataille) Konrad & Joss.","Russula  {2sect.  Lactarioides  (Bataille) Konrad & Joss.","Konrad & Josserand, 1934, Bull. Soc. Mycol. France 50:263.",0,NULL,NULL,NULL,NULL,1,"(Bataille) Konrad & Joss."," ",0
28679,1,"2011-09-03 00:27:38","2011-09-03 00:27:38",181,NULL,80300,171,"2018-08-31 03:57:24",16,"Russula brevipes group","Russula brevipes group","**__Russula brevipes__** group","Russula brevipes   group",NULL,0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Russulales_
Family: _Russulaceae_",1,""," ",0
28686,2,"2011-09-07 07:29:37","2015-09-09 08:26:18",2873,NULL,80759,120,"2018-06-22 19:51:49",4,"Inocybe grammata","Inocybe grammata Quél.","**__Inocybe grammata__** Quél.","Inocybe grammata  Quél.","Bull. Soc. Amis Sci. Nat. Rouen, Sér. II 15: 14 (1880) [1879]",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Inocybaceae_",1,"Quél."," ",0
28712,2,"2011-09-13 19:05:34","2013-03-24 21:24:43",346,NULL,81399,245,"2018-09-09 05:18:43",4,"Lepiota rubrotinctoides","Lepiota rubrotinctoides Murrill","**__Lepiota rubrotinctoides__** Murrill","Lepiota rubrotinctoides  Murrill","Mycologia 4(5): 236 (1912)",0,3059,NULL,"",NULL,1,"Murrill"," ",0
28715,1,"2011-09-14 07:48:09","2011-09-14 07:48:09",2428,NULL,81480,111,"2018-08-19 20:13:30",7,"Lactarius sect. Russulares","Lactarius sect. Russulares","**__Lactarius__** sect. **__Russulares__**","Lactarius  {2sect.  Russulares","",0,NULL,NULL,NULL,NULL,1,""," ",0
28730,2,"2011-09-21 15:49:28","2011-09-21 17:04:25",164,NULL,82073,307,"2018-07-30 03:59:29",4,"Cortinarius xanthodryophilus","Cortinarius xanthodryophilus Bojantchev & Davis","**__Cortinarius xanthodryophilus__** Bojantchev & Davis","Cortinarius xanthodryophilus  Bojantchev & Davis","Mycotaxon 116, pp317-328 (2011)",0,NULL,NULL,"",NULL,1,"Bojantchev & Davis"," ",0
28732,3,"2011-09-22 16:49:44","2012-06-21 05:58:23",3025,NULL,82168,124,"2018-09-02 18:41:09",8,"Cortinarius subgenus Sericeocybe","Cortinarius subgenus Sericeocybe P.D. Orton","**__Cortinarius__** subgenus **__Sericeocybe__** P.D. Orton","Cortinarius  {1subgenus  Sericeocybe  P.D. Orton","Cortinarius II in Suppl. The Naturalist, 1958: 147",0,3595,NULL,"",NULL,1,"P.D. Orton"," ",0
28757,4,"2011-10-01 09:05:14","2012-12-16 08:40:31",2873,3517,83117,43,"2018-06-23 05:57:00",4,"Sordaria macrospora","Sordaria macrospora Auersw.","**__Sordaria macrospora__** Auersw.","Sordaria macrospora  Auersw.","Hedwigia 5(12): 192 (1866)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Sordariomycetes_
Order: _Sordariales_
Family: _Sordariaceae_",1,"Auersw."," ",0
28758,1,"2011-10-01 09:05:14","2011-10-01 09:05:14",2873,NULL,83118,413,"2018-08-23 15:19:02",4,"Sordaria fimicola","Sordaria fimicola (Roberge ex Desm.) Ces. & De Not.","**__Sordaria fimicola__** (Roberge ex Desm.) Ces. & De Not.","Sordaria fimicola  (Roberge ex Desm.) Ces. & De Not.",NULL,0,NULL,NULL,NULL,NULL,1,"(Roberge ex Desm.) Ces. & De Not."," ",0
28770,2,"2011-10-04 16:19:49","2016-01-19 06:10:45",2873,NULL,83443,23,"2018-03-11 20:21:10",4,"Resinomycena saccharifera","Resinomycena saccharifera (Berk. & Broome) Redhead","**__Resinomycena saccharifera__** (Berk. & Broome) Redhead","Resinomycena saccharifera  (Berk. & Broome) Redhead","Can. J. Bot. 62(9): 1850 (1984)",0,5632,NULL,"",NULL,1,"(Berk. & Broome) Redhead"," ",0
28782,2,"2011-10-07 01:07:16","2012-07-25 17:37:52",2183,4890,83668,63,"2018-08-29 04:14:21",4,"Trichia botrytis","Trichia botrytis (J.F. Gmel.) Pers","**__Trichia botrytis__** (J.F. Gmel.) Pers","Trichia botrytis  (J.F. Gmel.) Pers",NULL,0,3832,NULL,NULL,"Kingdom: _Protozoa_
Phylum: _Amoebozoa_
Class: _Myxogastrea_
Order: _Trichiida_
Family: _Trichiaceae_",1,"(J.F. Gmel.) Pers"," ",0
28797,1,"2011-10-13 14:08:43","2011-10-13 14:08:43",1926,NULL,84371,28,"2017-12-31 05:05:06",4,"Toxicodendron diversilobum","Toxicodendron diversilobum","**__Toxicodendron diversilobum__**","Toxicodendron diversilobum",NULL,0,NULL,NULL,NULL,NULL,0,""," ",0
28801,2,"2011-10-14 20:57:27","2015-04-13 01:12:22",159,5746,84479,71,"2018-06-29 21:55:49",4,"Craterium leucocephalum","Craterium leucocephalum (Pers. ex J.F. Gmel.) Ditmar","**__Craterium leucocephalum__** (Pers. ex J.F. Gmel.) Ditmar","Craterium leucocephalum  (Pers. ex J.F. Gmel.) Ditmar","",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Amoebozoa_
Phylum: _Mycetozoa_
Class: _Myxogastria_
Order: _Physarales_
Family: _Physaraceae_",1,"(Pers. ex J.F. Gmel.) Ditmar"," ",0
28813,9,"2011-10-19 06:42:39","2017-11-10 02:01:31",667,5218,84970,546,"2018-09-08 17:43:57",16,"Armillaria mellea group","Armillaria mellea group","**__Armillaria mellea__** group","Armillaria mellea   group",NULL,0,6562,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Physalacriaceae_",1,""," ",0
28838,3,"2011-10-25 19:42:21","2014-01-06 22:45:36",3485,5471,85795,450,"2018-08-24 22:21:50",4,"Parasola conopilus","Parasola conopilus (Fr.) Örstadius & E. Larss.","**__Parasola conopilus__** (Fr.) Örstadius & E. Larss.","Parasola conopilus  (Fr.) Örstadius & E. Larss.","Mycol. Res. 112(10): 1180 (2008)",0,3405,NULL,"","Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Basidiomycetes_
Order: _Agaricales_
Family: _Psathyrellaceae_",1,"(Fr.) Örstadius & E. Larss."," ",0
28839,3,"2011-10-25 20:30:32","2013-01-29 03:46:58",164,NULL,85804,279,"2018-09-03 20:35:21",4,"Chlorophyllum agaricoides","Chlorophyllum agaricoides (Czern.) Vellinga","**__Chlorophyllum agaricoides__** (Czern.) Vellinga","Chlorophyllum agaricoides  (Czern.) Vellinga","Mycotaxon 83: 416 (2002)",0,NULL,NULL,"",NULL,1,"(Czern.) Vellinga"," ",0
28841,5,"2011-10-25 21:05:53","2017-03-17 13:08:28",181,NULL,85809,465,"2018-08-02 13:51:58",6,"Coprinopsis subsect. Lanatuli","Coprinopsis subsect. Lanatuli (J. Lange) D.J. Schafer ined.","**__Coprinopsis__** subsect. **__Lanatuli__** (J. Lange) D.J. Schafer ined.","Coprinopsis  {3subsect.  Lanatuli  (J. Lange) D.J. Schafer ined.","",0,NULL,NULL,"1.	Spores with rounded-conical nodules: C. calosporus
1.	Spores smooth.
2.	Basidia 2-spored.
3. On dung; veil with some ellipsoid or subglobose elements; average spore breadth < 7.8 µm: C. bicornis
3.	On compost or saw-dust; veil without ellipsoid or subglobose elements; average spore breadth > 7.8 µm: C. scobicola
2.	Basidia 4-spored.
4.	Growing on Ammophila arenaria in yellow outer dunes: C. ammophilae
4.	Habitat otherwise.
5.	Veil of centre of pileus thick-walled, wall up to 1 µm thick: C. pachydermus
5.	Veil of centre of pileus thin-walled, wall < 0.5 µm thick.
6.	Veil cream, ochre, yellow, orange or orange-red.
7.	Pileus with beautiful rust-coloured or orange-red veil, visible at least at base of stipe, soon slimy: C. erythrocephalus
7.	Veil cream, yellowish or ochre, not slimy.
8.	Veil cream or pale ochre; spores very broadly fusiform, av. Q < 1.5; on wood, often in wounds of trees; terminal elements of veil up to c. 40 µm wide, not yellowish encrusted: C. spelaiophilus
8.	Veil distinctly yellowish or ochre; spores ellipsoid to ovoid, av. Q > 1.5; on clayey soil, mud or wood-chips; terminal elements of veil up to c. 20(--25) µm wide, strongly yellowish encrusted: C. ochraceolanatus
6.	Veil white, (silvery) grey or grey-brown.
9.	Average spore length < 9.2 µm.
10.	Average spore breadth > 5.8 µm.
11.	Medium species; spores with av. Q < 1.3; not on dung; veil with elements of one kind: sausage-shaped in chains: C. jonesii
11.	Small species; spores with av. Q > 1.3; on dung; veil with two kinds of elements: sausage-shaped and diverticulate: C. candidolanatus
10.	Average spore breadth < 5.8 µm.
12.	On dung or mixed dung; spores with av. Q > 1.6; spores ellipsoid, tending to cylindrical: C. pseudoradiatus
12.	On wood-chips, soil mixed with pieces of wood or vegetable refuse; spores with av. Q < 1.6; spores ellipsoid, tending to rhomboid: C. geesterani
9.	Average spore length > 9.2 µm.
13.	Average spore length < 10.8 µm.
14.	Veil whitish or greyish, hairy-floccose; spores ovoid or ellipsoid; on dung, mixed dung or compostheaps.
15.	Veil with one kind of elements, sausage-shaped in chaines; pileus up to 30 mm when expanded; number of lamellae > 35; spores 8.4--11.8 x 5.8--7.8 µm: C. cinereus
15.	Veil with two kinds of elements; pileus up to 12 mm when expanded; number of lamellae < 30; spores 7.3--10.7 x 4.8--7.2 µm: C. candidolanatus
14.	Veil whitish, cream or pale ochre, in small flocks; spores very broadly fusiform; in wounds of - often living - trees or on stumps: C. spelaiophilus
13.	Average spore length > 10.8 µm.
16.	Average spore breadth > 8.2 µm: C. macrocephalus
16.	Average spore breadth < 8.2 µm.
17.	On dung or dung mixed with straw or hay; average spore breadth > 7.8 µm; spores ellipsoid, tending to cylindrical: C. radiatus
17.	On soil, often mixed with rotten pieces of wood, wood-chips, compostheaps or vegetable refuse; average spore breadth < 7.8 µm; spores ellipsoid.
18. Veil on pileus thin, cobwebby, looking silky; average spore breadth < 6.7 µm: C. krieglsteineri
18. Veil on pileus abundant, hairy fibrillose; average spore breadth > 6.7 µm.
19. Stipe very fragile, bending down before pileus expands; exclusively in lawns; stipe wall < 250 µm thick: C. lagopus var. vacillans
19. Stipe rather firm, upright; usually on wood-chips and vegetable-refuse; less frequent in lawns; stipe wall up to 450 µm thick: C. lagopus var. lagopus

Source: http://www.grzyby.pl/coprinus-site-Kees-Uljee/species/Coprinus.htm#J",NULL,1,"(J. Lange) D.J. Schafer ined."," ",0
28843,2,"2011-10-25 21:13:40","2013-05-25 02:04:34",181,NULL,85811,415,"2018-09-07 05:51:35",7,"Coprinellus sect. Domestici","Coprinellus sect. Domestici (Singer) D.J. Schafer ined.","**__Coprinellus__** sect. **__Domestici__** (Singer) D.J. Schafer ined.","Coprinellus  {2sect.  Domestici  (Singer) D.J. Schafer ined.","",0,NULL,NULL,"Basidiocarps medium-sized, somewhat fleshy, pale ochre to ochre; stipe 3-10 mm wide; veil covering entire pileus when young, breaking up of small, woolly flocks (in C. bipellis in patches), microscopically of chains of cylindrical, ellipsoid, broadly fusiform or (sub)globose, hyalin, thin-walled and in part thick-walled and yellow-brown cells; terminal cells distinct, cylindrical, ellipsoid, ovoid or fusiform; pileus subglobose to ovoid, only tardily expanding to campanulate (subsect. Domestici Sing.).

KEY TO THE SPECIES

1. Spores ellipsoid, up to 16 µm long; germ pore eccentric C. flocculosus
1. Spores cylindric-ellipsoid, up to 12(-13) µm long; germ pore central.
2. Spore length up to 12(-13) µm long C. radians
2. Spore length less than 10(-11) µm.
3. Veil breaking up in patches (like in Amanita) C. bipellis
3. Veil breaking up in small, woolly flocks (up to 2 mm diam.).
4. Spore breadth up to 4.5 µm; pileus 25-40 x 20-30 mm before expanding; usually on and around truncs C. domesticus
4. Spore breadth 4.5-5.5 µm; pileus 20-30 x 15-20 mm before expanding; usually on dead branches C. xanthothrix

Source: http://www.grzyby.pl/coprinus-site-Kees-Uljee/species/Coprinus.htm#F",NULL,1,"(Singer) D.J. Schafer ined."," ",0
28859,2,"2011-10-29 21:17:38","2013-03-27 19:04:21",3485,NULL,86198,335,"2018-08-21 19:43:53",4,"Parasola lactea","Parasola lactea (A.H. Sm.) Redhead, Vilgalys & Hopple","**__Parasola lactea__** (A.H. Sm.) Redhead, Vilgalys & Hopple","Parasola lactea  (A.H. Sm.) Redhead, Vilgalys & Hopple","Taxon 50(1): 236. 2001.",0,NULL,NULL,"",NULL,1,"(A.H. Sm.) Redhead, Vilgalys & Hopple"," ",0
28870,7,"2011-11-03 17:38:38","2015-04-05 18:31:36",2868,6558,86667,312,"2018-08-22 22:44:54",4,"Cuphophyllus colemannianus","Cuphophyllus colemannianus (A. Bloxam) Bon","**__Cuphophyllus colemannianus__** (A. Bloxam) Bon","Cuphophyllus colemannianus  (A. Bloxam) Bon","Docums Mycol. 14(no. 56): 10 (1984)",0,3571,NULL,"Collected by :	A. Bloxam	 
Country (state) :
England
 
Location details :	Warwickshire, Twycross	 
Status :	Type
http://www.mycobank.org/BioloMICS.aspx?Link=T&TableKey=14682616000000070&Rec=165510&Fields=All","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hygrophoraceae_",1,"(A. Bloxam) Bon"," ",0
28872,1,"2011-11-03 21:14:23","2011-11-03 21:14:23",3496,NULL,86683,748,"2018-09-09 19:02:46",16,"Pluteus cervinus group","Pluteus cervinus group","**__Pluteus cervinus__** group","Pluteus cervinus   group",NULL,0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Pluteaceae_",1,""," ",0
